epoch,loss,mse,val_loss,val_mse
0,0.009372208267450333,0.009372208267450333,0.013591548427939415,0.013591548427939415
1,0.00871159229427576,0.00871159229427576,0.013093957677483559,0.013093957677483559
2,0.008312605321407318,0.008312605321407318,0.0127220768481493,0.0127220768481493
3,0.008070350624620914,0.008070350624620914,0.012568476609885693,0.012568476609885693
4,0.007919779978692532,0.007919779978692532,0.012399723753333092,0.012399723753333092
5,0.007702704519033432,0.007702704519033432,0.012221531011164188,0.012221531011164188
6,0.007585932966321707,0.007585932966321707,0.011909209191799164,0.011909209191799164
7,0.007480323314666748,0.007480323314666748,0.011678565293550491,0.011678565293550491
8,0.007317975629121065,0.007317975629121065,0.011514246463775635,0.011514246463775635
9,0.007189979776740074,0.007189979776740074,0.011375393718481064,0.011375393718481064
10,0.007084669545292854,0.007084669545292854,0.011287020519375801,0.011287020519375801
11,0.007009843364357948,0.007009843364357948,0.011248518712818623,0.011248518712818623
12,0.006882394663989544,0.006882394663989544,0.01118924655020237,0.01118924655020237
13,0.006798794958740473,0.006798794958740473,0.011168744415044785,0.011168744415044785
14,0.006798841059207916,0.006798841059207916,0.011011925525963306,0.011011925525963306
15,0.006648872047662735,0.006648872047662735,0.01091090776026249,0.01091090776026249
16,0.006597844883799553,0.006597844883799553,0.010861941613256931,0.010861941613256931
17,0.00655889930203557,0.00655889930203557,0.010832777246832848,0.010832777246832848
18,0.006484115496277809,0.006484115496277809,0.010815504007041454,0.010815504007041454
19,0.006410077679902315,0.006410077679902315,0.010731780901551247,0.010731780901551247
20,0.006420780438929796,0.006420780438929796,0.01064852811396122,0.01064852811396122
21,0.0063042244873940945,0.0063042244873940945,0.010547428391873837,0.010547428391873837
22,0.006270929239690304,0.006270929239690304,0.010506683960556984,0.010506683960556984
23,0.0062279715202748775,0.0062279715202748775,0.010477014817297459,0.010477014817297459
24,0.006140819750726223,0.006140819750726223,0.010409688577055931,0.010409688577055931
25,0.006114573683589697,0.006114573683589697,0.010330421850085258,0.010330421850085258
26,0.0060201240703463554,0.0060201240703463554,0.01027571503072977,0.01027571503072977
27,0.005997205153107643,0.005997205153107643,0.01028494257479906,0.01028494257479906
28,0.006030802149325609,0.006030802149325609,0.010233747772872448,0.010233747772872448
29,0.005923217162489891,0.005923217162489891,0.010186752304434776,0.010186752304434776
30,0.0058866338804364204,0.0058866338804364204,0.010156001895666122,0.010156001895666122
31,0.005799446254968643,0.005799446254968643,0.010161465965211391,0.010161465965211391
32,0.005891516804695129,0.005891516804695129,0.010142724961042404,0.010142724961042404
33,0.005799814593046904,0.005799814593046904,0.010100719518959522,0.010100719518959522
34,0.005721228197216988,0.005721228197216988,0.01010056771337986,0.01010056771337986
35,0.0057269311510026455,0.0057269311510026455,0.010013977065682411,0.010013977065682411
36,0.005668073892593384,0.005668073892593384,0.009946310892701149,0.009946310892701149
37,0.005594605579972267,0.005594605579972267,0.009923978708684444,0.009923978708684444
38,0.005539397709071636,0.005539397709071636,0.009839979000389576,0.009839979000389576
39,0.0055128419771790504,0.0055128419771790504,0.009789524599909782,0.009789524599909782
40,0.005510819610208273,0.005510819610208273,0.009814921766519547,0.009814921766519547
41,0.005462142638862133,0.005462142638862133,0.00982578843832016,0.00982578843832016
42,0.005452645476907492,0.005452645476907492,0.009822013787925243,0.009822013787925243
43,0.005423980299383402,0.005423980299383402,0.009779427200555801,0.009779427200555801
44,0.005379195790737867,0.005379195790737867,0.009832646697759628,0.009832646697759628
45,0.005366564728319645,0.005366564728319645,0.009795413352549076,0.009795413352549076
46,0.005362697411328554,0.005362697411328554,0.009780321270227432,0.009780321270227432
47,0.005305561702698469,0.005305561702698469,0.009678318165242672,0.009678318165242672
48,0.005209720227867365,0.005209720227867365,0.009615196846425533,0.009615196846425533
49,0.005196531768888235,0.005196531768888235,0.009596089832484722,0.009596089832484722
50,0.005152123514562845,0.005152123514562845,0.009584170766174793,0.009584170766174793
51,0.005184750072658062,0.005184750072658062,0.009548565372824669,0.009548565372824669
52,0.005117347463965416,0.005117347463965416,0.009503180161118507,0.009503180161118507
53,0.005119753070175648,0.005119753070175648,0.00951277557760477,0.00951277557760477
54,0.005087342578917742,0.005087342578917742,0.009434380568563938,0.009434380568563938
55,0.005007812287658453,0.005007812287658453,0.009334110654890537,0.009334110654890537
56,0.004995593801140785,0.004995593801140785,0.009300436824560165,0.009300436824560165
57,0.004973350092768669,0.004973350092768669,0.00932107400149107,0.00932107400149107
58,0.0049725002609193325,0.0049725002609193325,0.009341193363070488,0.009341193363070488
59,0.0049636755138635635,0.0049636755138635635,0.009295018389821053,0.009295018389821053
60,0.0049215261824429035,0.0049215261824429035,0.009210685268044472,0.009210685268044472
61,0.004902024753391743,0.004902024753391743,0.009195184335112572,0.009195184335112572
62,0.004853769205510616,0.004853769205510616,0.009230437688529491,0.009230437688529491
63,0.004827738273888826,0.004827738273888826,0.009175166487693787,0.009175166487693787
64,0.004790544509887695,0.004790544044226408,0.009165599942207336,0.009165599942207336
65,0.004730971995741129,0.004730971995741129,0.009200376458466053,0.009200376458466053
66,0.004767813719809055,0.004767813719809055,0.009137519635260105,0.009137519635260105
67,0.004766576457768679,0.004766576457768679,0.009119698777794838,0.009119698777794838
68,0.004705001134425402,0.004705001134425402,0.009123624302446842,0.009123624302446842
69,0.004736265633255243,0.004736265633255243,0.009101936593651772,0.009101936593651772
70,0.0046890475787222385,0.0046890475787222385,0.009020532481372356,0.009020532481372356
71,0.004628740716725588,0.004628740716725588,0.009040567092597485,0.009040567092597485
72,0.004645573440939188,0.004645573440939188,0.009102048352360725,0.009102048352360725
73,0.004642840474843979,0.004642840474843979,0.009056258015334606,0.009056258015334606
74,0.004612618125975132,0.004612618125975132,0.00895423348993063,0.00895423348993063
75,0.004549271892756224,0.004549271892756224,0.00894048623740673,0.00894048623740673
76,0.004565990064293146,0.004565990064293146,0.008982324972748756,0.008982324972748756
77,0.004549265839159489,0.004549265839159489,0.00892620999366045,0.00892620999366045
78,0.004553154576569796,0.004553154576569796,0.008826527744531631,0.008826527744531631
79,0.004461853299289942,0.004461853299289942,0.008851170539855957,0.008851170539855957
80,0.0044732172973454,0.0044732172973454,0.008845454081892967,0.008845454081892967
81,0.004465974867343903,0.004465974867343903,0.008807393722236156,0.008807393722236156
82,0.004415034782141447,0.004415034782141447,0.008839660324156284,0.008839660324156284
83,0.0044158208183944225,0.0044158208183944225,0.008905384689569473,0.008905384689569473
84,0.004420457873493433,0.004420457873493433,0.008790948428213596,0.008790948428213596
85,0.004407559521496296,0.004407559521496296,0.008758381009101868,0.008758381009101868
86,0.00437944196164608,0.00437944196164608,0.008775799535214901,0.008775799535214901
87,0.004290968645364046,0.004290968645364046,0.008792216889560223,0.008792216889560223
88,0.0043125818483531475,0.0043125818483531475,0.008756511844694614,0.008756511844694614
89,0.004292287398129702,0.004292287398129702,0.008727112784981728,0.008727112784981728
90,0.0042958566918969154,0.0042958566918969154,0.008671905845403671,0.008671905845403671
91,0.004272200167179108,0.004272200167179108,0.008681932464241982,0.008681932464241982
