0,1,2,3
-0.4187597,0.21955845,-0.8043313,0.352423
-0.40826014,0.22271886,-0.79210955,0.3173212
-0.37554002,0.23468915,-0.7638854,0.29035792
-0.37672877,0.23921531,-0.75894725,0.28594232
-0.3349157,0.2479306,-0.7366843,0.26764682
-0.33363554,0.2506631,-0.73442364,0.26497552
-0.33383018,0.2567339,-0.7104141,0.26978266
-0.33572263,0.25805572,-0.7099194,0.27654004
-0.31970385,0.2578201,-0.68846035,0.27120125
-0.3234078,0.24799035,-0.6879778,0.27339435
-0.31418946,0.23878306,-0.66743714,0.2649513
-0.2938711,0.22630051,-0.64732695,0.25420725
-0.2946945,0.21412256,-0.6476412,0.25433496
-0.27662057,0.20237258,-0.6308272,0.24632166
-0.27710295,0.19411987,-0.63138026,0.24662459
-0.26419932,0.18883535,-0.61161417,0.23780403
-0.2643743,0.18390211,-0.6118272,0.23786876
-0.2397112,0.17817697,-0.5930911,0.22670186
-0.24011722,0.17585,-0.59324867,0.22674783
-0.235692,0.17034233,-0.57638055,0.23321447
-0.23644313,0.16890743,-0.57670563,0.23843852
-0.22218835,0.16616702,-0.5585904,0.22927125
-0.20428482,0.16140021,-0.5424782,0.2198276
-0.20387113,0.160259,-0.54271007,0.21993747
-0.18227938,0.152402,-0.5242739,0.21110143
-0.18230963,0.1519327,-0.52423024,0.211359
-0.17326811,0.1489429,-0.5082582,0.20300993
-0.17325181,0.14878477,-0.50841945,0.20306589
-0.198069,0.14292237,-0.4962972,0.21824183
-0.19980264,0.1414613,-0.4973045,0.22610907
-0.18804523,0.13140783,-0.48119122,0.2122213
-0.18777484,0.12961757,-0.4820704,0.21100599
-0.17594326,0.12520108,-0.4697461,0.20425677
-0.17542577,0.12754291,-0.4701634,0.20414935
-0.16855796,0.12663756,-0.45761186,0.20312491
-0.16687436,0.12872982,-0.45810497,0.21730168
-0.15325071,0.11624806,-0.44276202,0.21302114
-0.13280037,0.103048965,-0.42792946,0.20752871
-0.13312182,0.09707296,-0.4270675,0.20730367
-0.13115445,0.085731655,-0.41075012,0.21688741
-0.13217586,0.0807693,-0.41102538,0.22273806
-0.12253378,0.07100056,-0.40487623,0.21910426
-0.111209065,0.060902774,-0.39061916,0.21092281
-0.11128163,0.058516234,-0.39067695,0.21103662
-0.11451365,0.050091818,-0.37916696,0.20562682
-0.11500089,0.049097836,-0.3794576,0.20593747
-0.115355596,0.046299398,-0.36821824,0.17703056
-0.10600889,0.052438006,-0.35742536,0.16164386
-0.10536829,0.06607573,-0.35734951,0.16019501
-0.09784782,0.07301773,-0.34746295,0.15442008
-0.09758198,0.083765596,-0.3473735,0.1540955
-0.08941604,0.08559475,-0.3360187,0.14672157
-0.0892988,0.0923328,-0.33594266,0.14657414
-0.08085711,0.09074296,-0.3252261,0.14054523
-0.08079432,0.09458216,-0.32517052,0.14049631
-0.074054435,0.091489375,-0.3154645,0.13416576
-0.06434307,0.08762795,-0.30504462,0.13162163
-0.064143576,0.08915761,-0.3049837,0.13205054
-0.057631306,0.0842864,-0.29533002,0.12592949
-0.05751937,0.08511568,-0.2952997,0.12593016
-0.056858607,0.08022582,-0.28548586,0.13742211
-0.057347067,0.08093943,-0.28546205,0.14306581
-0.05358483,0.076303065,-0.27699053,0.1459246
-0.048940443,0.0714749,-0.26763827,0.14259072
-0.04873713,0.07234319,-0.26748016,0.14277272
-0.044265494,0.06831606,-0.25962758,0.13833073
-0.03983683,0.064075105,-0.25014406,0.132631
-0.039792426,0.064626776,-0.25008044,0.13261202
-0.035974786,0.060757205,-0.24284148,0.12775066
-0.035952106,0.061091907,-0.2428068,0.12773742
-0.032806106,0.057571612,-0.23625836,0.124102846
-0.027605131,0.051298916,-0.2266466,0.118058816
-0.027596638,0.05144047,-0.22663242,0.118052766
-0.024789758,0.04814107,-0.21942514,0.11353147
-0.024785228,0.048217833,-0.21941727,0.11352805
-0.02169117,0.04421684,-0.21240962,0.10918033
-0.021688756,0.044257782,-0.21240523,0.10917841
-0.018211778,0.03981664,-0.20486614,0.104711235
-0.015800957,0.036177076,-0.19774374,0.0995767
-0.015800063,0.036192827,-0.19774193,0.09957591
-0.013082273,0.032821536,-0.19080812,0.09766653
-0.018337477,0.030036815,-0.18500876,0.12346474
-0.019370247,0.030332156,-0.18506607,0.13445774
-0.019395668,0.030745074,-0.18510231,0.13579686
-0.01703047,0.027449213,-0.17910069,0.13196069
-0.015241995,0.023657598,-0.17229968,0.12794106
-0.015349612,0.023905538,-0.17243788,0.12804568
-0.017398309,0.021422148,-0.16671388,0.12450094
-0.017307077,0.019150376,-0.16167329,0.12169007
-0.01734111,0.018964656,-0.16201538,0.12181105
-0.015636958,0.016119037,-0.15675715,0.11826372
-0.014028482,0.01361049,-0.15163562,0.11468925
-0.014025532,0.01345773,-0.15172158,0.11470239
-0.011879381,0.010167528,-0.1452083,0.11023403
-0.01186445,0.01006664,-0.14522658,0.11022385
-0.010496609,0.007834148,-0.1407156,0.10741924
-0.010483675,0.007767353,-0.14070721,0.10740604
-0.0073979683,0.005581606,-0.13521324,0.10164137
-0.0071326382,0.005352337,-0.13484865,0.10134577
-0.005288895,0.002416674,-0.12821038,0.09708801
-0.005279716,0.002176579,-0.12819004,0.09707672
-0.00898556,-0.00039809197,-0.12695682,0.10553132
-0.00911377,0.00018626451,-0.13081115,0.105962016
-0.0077329744,-0.0008818619,-0.12767147,0.10275934
-0.005050745,-0.002535615,-0.12436658,0.09917732
-0.005273428,-0.0026207753,-0.12535332,0.09925024
-0.004852144,-0.0045339763,-0.12088776,0.09611327
-0.0035068952,-0.006441567,-0.11692695,0.09319059
-0.003675159,-0.006745752,-0.11719527,0.09323525
-0.002758015,-0.008546155,-0.113106765,0.09080029
-0.0029311664,-0.008884769,-0.11321828,0.09082882
-0.0021917764,-0.010591272,-0.108950526,0.087911576
-0.0014574286,-0.012155041,-0.10449952,0.08525948
-0.001548415,-0.012360252,-0.1045327,0.085262984
-0.0007448606,-0.013710927,-0.10015068,0.082437955
-0.00079635903,-0.013828728,-0.10016595,0.08243957
-0.00072235614,-0.015302133,-0.096324116,0.08016568
-0.00083426386,-0.015271623,-0.09644441,0.08023828
-0.0008496754,-0.016479615,-0.09211515,0.07763602
-0.0004185196,-0.017094148,-0.08923421,0.07568095
-0.00036773644,-0.01687531,-0.0893921,0.075702734
0.0002681911,-0.017819474,-0.08568034,0.07378929
0.00029662251,-0.017648714,-0.085756995,0.07379538
-0.0063876975,-0.018513473,-0.082369894,0.071417555
-0.0057899393,-0.019254718,-0.07949452,0.068648204
-0.0054431893,-0.019174892,-0.079798326,0.06864872
-0.011099054,-0.019842003,-0.07679324,0.06693869
-0.012439473,-0.019799303,-0.07741941,0.06694029
-0.012497211,-0.020744406,-0.07425995,0.06447026
-0.012288516,-0.021308057,-0.071577065,0.062585
-0.012331193,-0.021291517,-0.07179887,0.06258484
-0.011934373,-0.021912469,-0.068567306,0.05999954
-0.011959287,-0.021903945,-0.068668425,0.059999503
-0.011424933,-0.02263376,-0.065453395,0.05782997
-0.0109993685,-0.02314771,-0.062237814,0.055825956
-0.011003183,-0.023144647,-0.06226719,0.055825904
-0.010587957,-0.02382909,-0.05979842,0.05389563
-0.010589715,-0.023827592,-0.059810832,0.05389563
-0.010111747,-0.02441269,-0.055960566,0.051187344
-0.010112731,-0.02441196,-0.055965804,0.05118733
-0.009697556,-0.02488554,-0.053729296,0.04942242
-0.009164286,-0.025591057,-0.050259203,0.047355562
-0.009164703,-0.02559081,-0.05026064,0.047355577
-0.008828544,-0.025982046,-0.047770493,0.04574263
-0.008601287,-0.026314532,-0.04593704,0.043981746
-0.008601466,-0.02631445,-0.04593745,0.04398176
-0.008199692,-0.02665368,-0.042860836,0.042348012
-0.008199781,-0.026653664,-0.042861007,0.042348012
-0.007834309,-0.027049938,-0.04082437,0.04078818
-0.0078357095,-0.02704973,-0.04082498,0.040790617
-0.0074603437,-0.02754731,-0.03791692,0.038960263
-0.0071447697,-0.027861908,-0.03541144,0.037265196
-0.0071449485,-0.027860925,-0.035412185,0.037265703
-0.0068804184,-0.028180726,-0.033316642,0.03600067
-0.006881372,-0.028176293,-0.033320524,0.03600411
-0.006924453,-0.028504828,-0.03033401,0.03408458
-0.006939265,-0.028470317,-0.030364387,0.034112632
-0.00677735,-0.02879228,-0.028289013,0.032547288
-0.006119267,-0.029082527,-0.026242748,0.030937236
-0.0061059454,-0.029069735,-0.026234083,0.030917305
-0.0076965,-0.029245611,-0.024073511,0.029229004
-0.007762214,-0.02913982,-0.024162441,0.029310275
-0.008235156,-0.029375248,-0.022139728,0.028234635
-0.008271932,-0.029191941,-0.022246122,0.028275754
-0.007987464,-0.029313277,-0.019891322,0.02631475
-0.007988,-0.02915607,-0.019943744,0.0263177
-0.0077629453,-0.02928261,-0.017426744,0.024729766
-0.0077627962,-0.02917875,-0.017451786,0.02473069
-0.007464419,-0.029393308,-0.01542455,0.023529086
-0.007191027,-0.029443793,-0.013375819,0.022385642
-0.0071908184,-0.029398136,-0.013383746,0.02238565
-0.0070187566,-0.029634926,-0.01186312,0.020858549
-0.007018578,-0.029610623,-0.011866525,0.0208584
-0.0068094637,-0.029880717,-0.010224633,0.019968469
-0.006809434,-0.02986826,-0.010226153,0.019968446
-0.0066007106,-0.030070238,-0.008133076,0.018410787
-0.006396045,-0.030282924,-0.0064518526,0.01719632
-0.006396045,-0.030278595,-0.0064522773,0.017196298
-0.006212185,-0.030502357,-0.004722759,0.015957002
-0.006212185,-0.03050024,-0.004722953,0.015957002
-0.0060215597,-0.030731577,-0.0032392964,0.014961481
-0.0060215597,-0.030730579,-0.0032393858,0.014961481
-0.005880067,-0.030908227,-0.0015900582,0.01390221
-0.005706989,-0.031136256,1.603365e-05,0.012608614
-0.005706989,-0.031135913,1.6011298e-05,0.012608614
-0.0055103614,-0.031357035,0.0016489178,0.011833262
-0.0055103614,-0.03135688,0.0016489029,0.011833262
-0.00531551,-0.031592973,0.0033334196,0.010666531
-0.0051821778,-0.031776294,0.0044455603,0.009650722
-0.0051821778,-0.031776242,0.0044455603,0.009650722
-0.005128673,-0.03205682,0.0058896244,0.008704778
-0.004931729,-0.032190464,0.0074624196,0.007813115
-0.004931729,-0.032190464,0.0074624196,0.007813115
-0.0047645043,-0.032326207,0.008428067,0.0072909743
-0.0047645043,-0.032326207,0.0084280595,0.0072909743
-0.004661174,-0.032455206,0.009621218,0.00667949
-0.004661174,-0.032455206,0.00962121,0.00667949
-0.0045150174,-0.032682866,0.01109232,0.005584549
-0.0043586325,-0.032902718,0.012585953,0.0044179
-0.0043586325,-0.032902718,0.012585804,0.0044179
-0.0043586623,-0.032902718,0.0125857,0.0044179
-0.004244103,-0.03305406,0.013973158,0.0038550533
-0.004130436,-0.033250365,0.015224863,0.0027403142
-0.0041304063,-0.033250365,0.015224736,0.002740344
-0.004020651,-0.033447348,0.016318,0.0021231528
-0.004020621,-0.033447377,0.016314007,0.0021233466
-0.003928433,-0.033672206,0.01740563,0.0013444629
-0.0037745056,-0.033818368,0.018492319,0.00056135096
-0.0037687835,-0.033835176,0.018368475,0.00057789125
-0.003925117,-0.0343126,0.018507957,0.003252402
-0.0038097822,-0.035154954,0.017549336,0.0038942173
-0.003620079,-0.036440916,0.01805918,0.0031526648
-0.0035723953,-0.0374277,0.017529972,0.003384959
-0.0034106504,-0.03857576,0.01770458,0.0039796904
-0.0033575129,-0.039677598,0.017130103,0.0043884516
-0.0031483907,-0.04098645,0.01774006,0.004429193
-0.0031085152,-0.042071782,0.017233957,0.0047373865
-0.002986193,-0.04323823,0.017716981,0.0043042246
-0.0029661658,-0.044123583,0.017381035,0.004487807
-0.0028312828,-0.045113426,0.018315919,0.0038998388
-0.002820852,-0.04575986,0.0181094,0.004014645
-0.0027004897,-0.04644443,0.018815871,0.0033310335
-0.0025863862,-0.04707058,0.01999662,0.0026417505
-0.002581886,-0.04744115,0.019884601,0.0027016979
-0.002535557,-0.04786747,0.020752225,0.0020621512
-0.0025330535,-0.04811491,0.020684231,0.0021006335
-0.002503802,-0.048486345,0.02111091,0.0019726083
-0.0024043955,-0.048746407,0.022108175,0.0017426126
-0.0024033822,-0.04887809,0.02207534,0.001762446
-0.0023350278,-0.0491016,0.022621598,0.0012907181
-0.0023344615,-0.049187303,0.022601064,0.0013034958
-0.0022389502,-0.049428627,0.023559567,0.0009736493
-0.0022197012,-0.049628545,0.024358042,0.00053277425
-0.0022194628,-0.049673226,0.024347726,0.0005393978
-0.002130721,-0.049910136,0.025291283,0.0001889281
-0.002130572,-0.049939036,0.025284711,0.00019318238
-0.0020686893,-0.05011102,0.026010145,-0.0003426671
-0.0020686,-0.05012967,0.02600595,-0.00033994764
-0.0020267426,-0.05031028,0.026732054,-0.00077120215
-0.0019005123,-0.05044431,0.027451005,-0.0011980105
-0.0019005123,-0.050453994,0.027448844,-0.0011965949
-0.001824297,-0.050561603,0.028124161,-0.0017293114
-0.001824297,-0.05056784,0.028122775,-0.0017284174
-0.0018015036,-0.05074956,0.028842878,-0.0024521835
-0.0018015036,-0.05075359,0.028841995,-0.0024515875
-0.0017692859,-0.05095534,0.029406436,-0.002772456
-0.0017692859,-0.050957933,0.029405858,-0.0027720984
-0.0017474857,-0.051117174,0.030267693,-0.0034354413
-0.0017474559,-0.05111885,0.030267324,-0.0034351954
-0.0017809921,-0.051258363,0.030860633,-0.004041462
-0.0017809921,-0.05125943,0.030860394,-0.0040413057
-0.0016823513,-0.051514577,0.03157571,-0.004663446
-0.0016009607,-0.051631205,0.032087885,-0.004880593
-0.0016009607,-0.05163177,0.03208776,-0.004880511
-0.0015957353,-0.051720135,0.03254339,-0.005175749
-0.0015957055,-0.051720463,0.0325433,-0.0051756967
-0.0015647272,-0.05181869,0.032967307,-0.005298307
-0.0014890735,-0.0519403,0.033605102,-0.0055098636
-0.0014890735,-0.05194027,0.033604942,-0.005509774
-0.0014264998,-0.05203245,0.034056507,-0.0059124967
-0.0014265594,-0.052032135,0.03405633,-0.0059124595
-0.0013815518,-0.052096095,0.034768403,-0.006205515
-0.001381522,-0.052096006,0.034768432,-0.006205545
-0.001332171,-0.05223972,0.03540352,-0.0067021465
-0.0012893637,-0.052335393,0.0358951,-0.007028429
-0.0012893339,-0.05233555,0.035895158,-0.0070284363
-0.001192324,-0.052449584,0.036600944,-0.007697559
-0.0011923538,-0.052449614,0.036600895,-0.0076975217
-0.0011454829,-0.052597664,0.037293747,-0.008106945
-0.0011454829,-0.052597724,0.037293784,-0.008106982
-0.0011446308,-0.052756403,0.037865274,-0.008353893
-0.0011446308,-0.052756567,0.037865333,-0.008353915
-0.0010902624,-0.05279433,0.038392484,-0.0082418965
-0.0011117085,-0.05287902,0.0387944,-0.008420123
-0.0011117085,-0.052879155,0.038794436,-0.008420108
-0.0010934651,-0.052971087,0.039072685,-0.008497791
-0.0010934353,-0.05297122,0.039072715,-0.008497806
-0.0010397532,-0.053065844,0.039561357,-0.0084537715
-0.0010397532,-0.053065926,0.03956137,-0.0084537715
-0.0010571277,-0.053159326,0.040118076,-0.008728932
-0.0010451615,-0.053250566,0.040396497,-0.0088817915
-0.0010451615,-0.05325061,0.040396497,-0.008881814
-0.0010702186,-0.053341527,0.040813252,-0.009175817
-0.0010702186,-0.053341556,0.04081326,-0.009175817
-0.0010422437,-0.053425048,0.0412286,-0.009438653
-0.0010304456,-0.053559445,0.041852325,-0.009789752
-0.0010304456,-0.053559445,0.041852325,-0.009789752
-0.0010112328,-0.0536619,0.042339988,-0.01004755
-0.0010112626,-0.053661827,0.042339966,-0.01004755
-0.00096911204,-0.053786844,0.04282109,-0.010239414
-0.00096908223,-0.053786762,0.04282105,-0.010239392
-0.00093634694,-0.053914603,0.043163113,-0.010527113
-0.00093643635,-0.053914342,0.043162964,-0.010526964
-0.00091160927,-0.054058798,0.043570384,-0.010912415
-0.0009118477,-0.054058105,0.04356996,-0.010911997
-0.00096869795,-0.05416195,0.044040587,-0.011104263
-0.00097239343,-0.054151535,0.044033002,-0.011096761
-0.0010967214,-0.05419001,0.04438394,-0.011061763
-0.0011028011,-0.054159284,0.044365,-0.011046929
-0.001125993,-0.054209307,0.044480093,-0.011292023
-0.0014121411,-0.054208938,0.044694677,-0.0113227125
-0.0014228998,-0.054134022,0.044650815,-0.011292791
-0.0027063694,-0.054018084,0.044654623,-0.01041019
-0.0028325254,-0.05376388,0.044693664,-0.010440126
-0.0028335536,-0.05342926,0.044534758,-0.01041925
-0.0043005953,-0.053086262,0.044217728,-0.00923755
-0.004352645,-0.052483846,0.043876536,-0.009064414
-0.00663007,-0.051665694,0.04356786,-0.00691877
-0.0048604757,-0.05069632,0.04366365,-0.008968939
-0.0047885925,-0.050026707,0.04359724,-0.009165724
-0.004643647,-0.049670473,0.043744117,-0.009499647
-0.0046381783,-0.049424574,0.043745894,-0.009519525
-0.006629726,-0.049096566,0.043603793,-0.0072825477
-0.007904579,-0.04826517,0.043232575,-0.0057666353
-0.00793377,-0.047041778,0.042776786,-0.00565364
-0.0075057168,-0.045921635,0.04283258,-0.0061582862
-0.0074846167,-0.04504544,0.0426933,-0.006205344
-0.0059201596,-0.04463937,0.043221496,-0.007901005
-0.008463847,-0.044320084,0.042857505,-0.0053843786
-0.008564896,-0.043634877,0.042748716,-0.0051674
-0.00951961,-0.04265743,0.04269117,-0.0043334947
-0.009537521,-0.04138941,0.042401142,-0.004273413
-0.010738841,-0.03991363,0.042309985,-0.0034431773
-0.010756305,-0.03805909,0.04200338,-0.003390144
-0.0112197,-0.036226004,0.042080633,-0.003161361
-0.011217778,-0.03437753,0.041869693,-0.003154715
-0.011339286,-0.032818906,0.041973524,-0.003227285
-0.011333818,-0.031456128,0.041856308,-0.0032319939
-0.011362553,-0.030429972,0.04210608,-0.0033304198
-0.011407447,-0.029631902,0.042309,-0.0035007033
-0.0114055695,-0.028966337,0.04226193,-0.0035026404
-0.011384902,-0.028549077,0.042638317,-0.0037439638
-0.011383516,-0.028183768,0.04261594,-0.0037458264
-0.011401165,-0.027980436,0.04286196,-0.004025292
-0.011401001,-0.027786575,0.04285004,-0.004025441
-0.011398322,-0.027638126,0.042978555,-0.004039211
-0.011398158,-0.027537413,0.04297252,-0.0040394645
-0.0114129465,-0.027466277,0.04305874,-0.0040665967
-0.011409261,-0.027422877,0.043189913,-0.0040923115
-0.011409246,-0.027385497,0.043187656,-0.0040923115
-0.011402334,-0.027370755,0.043320466,-0.004123901
-0.011402304,-0.027352165,0.043319408,-0.0041239457
-0.011396188,-0.027351325,0.04345295,-0.004160823
-0.011396203,-0.027342351,0.043452457,-0.0041608526
-0.011415334,-0.027341196,0.043517917,-0.0042260895
-0.011410614,-0.027341193,0.04365182,-0.00427086
-0.011410584,-0.027338302,0.04365167,-0.00427086
-0.011403184,-0.02733948,0.043785427,-0.0043208078
-0.011403184,-0.027338147,0.043785356,-0.0043208227
-0.011396802,-0.027340874,0.043919258,-0.004376171
-0.011396802,-0.027340282,0.043919228,-0.004376171
-0.0114120385,-0.027346518,0.044118233,-0.0045149513
-0.011407309,-0.027349116,0.044251755,-0.0045833243
-0.011407324,-0.0273489,0.04425174,-0.0045833243
-0.011400083,-0.027350597,0.044385254,-0.0046570627
-0.011400083,-0.027350552,0.044385266,-0.0046570776
-0.01139443,-0.027352959,0.044518642,-0.0047360705
-0.01139437,-0.027353108,0.044518687,-0.0047360854
-0.011409226,-0.027354725,0.044716865,-0.004911189
-0.011381387,-0.027356932,0.044918176,-0.0050037485
-0.011381417,-0.027357033,0.044918183,-0.0050037485
-0.011376648,-0.027359847,0.045051027,-0.005103345
-0.011376648,-0.027359903,0.045051027,-0.005103345
-0.011373555,-0.027361417,0.045183867,-0.0052082594
-0.0113735255,-0.027361536,0.045183897,-0.0052082594
-0.011345281,-0.027362742,0.0453845,-0.005329852
-0.0113363415,-0.027364168,0.045649413,-0.0055701975
-0.0113363415,-0.027364202,0.0456494,-0.0055701677
-0.01133758,-0.027364958,0.045794204,-0.005685159
-0.0113376845,-0.027364869,0.04579417,-0.005685144
-0.01131236,-0.02736583,0.045992404,-0.00584435
-0.011282699,-0.027366456,0.04618997,-0.006016497
-0.011282714,-0.027366329,0.046189956,-0.006016497
-0.011273858,-0.027393004,0.04652787,-0.006165222
-0.011244212,-0.02743672,0.046854403,-0.0061155595
-0.011244212,-0.02743662,0.046854388,-0.0061155595
-0.011213082,-0.027476605,0.047182366,-0.0060889665
-0.011213082,-0.02747656,0.047182366,-0.0060889665
-0.011181619,-0.027533516,0.047578387,-0.005974183
-0.011181619,-0.027533505,0.047578387,-0.005974183
-0.011123552,-0.027587943,0.048027016,-0.005922821
-0.011123552,-0.02758792,0.04802701,-0.005922821
-0.011079806,-0.027647704,0.04839042,-0.0058122654
-0.0110321855,-0.027706034,0.048724968,-0.0056771175
-0.0110321855,-0.027706027,0.048724968,-0.0056771175
-0.010958628,-0.027762689,0.049125426,-0.005653769
-0.010958538,-0.027763259,0.04912559,-0.0056538433
-0.010891993,-0.027816622,0.049526207,-0.005676093
-0.010891963,-0.027817333,0.04952632,-0.005676093
-0.01081368,-0.027903724,0.049994484,-0.005684005
-0.010812994,-0.027904876,0.04999473,-0.005684318
-0.010764231,-0.0279692,0.050328992,-0.005707471
-0.010691669,-0.02800966,0.05066129,-0.005914699
-0.010635149,-0.02807411,0.05099469,-0.0060042487
-0.010634985,-0.028077045,0.05099522,-0.006004353
-0.010595701,-0.028129919,0.051311266,-0.0061046644
-0.010520642,-0.028192705,0.051710945,-0.006384245
-0.010520582,-0.028194541,0.05171119,-0.0063843643
-0.010462635,-0.02826032,0.052057087,-0.0066063115
-0.010461771,-0.028261803,0.052057292,-0.006606699
-0.010459036,-0.028327197,0.052254617,-0.006577882
-0.01045908,-0.028327666,0.052254565,-0.0065778224
-0.010454464,-0.028369343,0.05238555,-0.0065738615
-0.010456848,-0.028369697,0.05238543,-0.0065727737
-0.010449331,-0.02842814,0.052580874,-0.006585675
-0.010429275,-0.02847315,0.052710697,-0.0066083786
-0.010429305,-0.02847315,0.05271073,-0.0066084084
-0.010419477,-0.028512418,0.052840028,-0.006640849
-0.010419507,-0.028512046,0.052839927,-0.0066408045
-0.010411778,-0.028577263,0.053033058,-0.0067093996
-0.010405585,-0.028619446,0.05316132,-0.0067686373
-0.010405645,-0.02861755,0.053161025,-0.0067686075
-0.01039982,-0.028639067,0.053224973,-0.0068023093
-0.010399865,-0.028637324,0.053224765,-0.0068023093
-0.010388498,-0.028676443,0.0533531,-0.0068780486
-0.010388468,-0.028675105,0.053352956,-0.006878019
-0.010380418,-0.028720824,0.05348135,-0.0069646873
-0.010380418,-0.028720038,0.0534813,-0.006964702
-0.010374614,-0.02874409,0.053545438,-0.007012169
-0.010374584,-0.028743781,0.053545438,-0.007012184
-0.010369971,-0.028766233,0.053609695,-0.0070621623
-0.010370001,-0.028766211,0.053609706,-0.007062177
-0.010365804,-0.028789897,0.053674035,-0.0071146484
-0.010365804,-0.028789908,0.053674035,-0.0071146484
-0.010359827,-0.028798765,0.053674016,-0.0071146036
-0.010359857,-0.028798735,0.053674,-0.0071146036
-0.010359195,-0.02880089,0.053673893,-0.007114082
-0.010355753,-0.02880724,0.05367383,-0.007114171
-0.010355753,-0.028806916,0.053673793,-0.007114186
-0.010354148,-0.028811477,0.05367373,-0.007114052
-0.010354133,-0.02881116,0.05367369,-0.007114052
-0.010352354,-0.028815445,0.05367365,-0.0071139922
-0.010352622,-0.028815158,0.053673603,-0.007113873
-0.010352856,-0.028797511,0.053609233,-0.007061327
-0.0103508085,-0.028801804,0.053609192,-0.007061312
-0.0103508085,-0.02880158,0.053609174,-0.007061297
-0.01035011,-0.028787918,0.053544927,-0.0070114527
-0.01035011,-0.0287878,0.05354492,-0.0070114527
-0.010350728,-0.028770324,0.053480767,-0.006964209
-0.010350684,-0.028770294,0.05348077,-0.006964209
-0.0103495,-0.028775865,0.05348073,-0.006964015
-0.0103495,-0.028775735,0.0534807,-0.006964015
-0.010349895,-0.028761147,0.05341631,-0.0069192103
-0.010349925,-0.02876087,0.05341626,-0.0069191954
-0.010350768,-0.02874035,0.053352077,-0.0068772864
-0.0103500355,-0.028743392,0.05335202,-0.0068770624
-0.01035008,-0.02874315,0.053351983,-0.0068770475
-0.010349396,-0.028746236,0.05335193,-0.006876988
-0.010351154,-0.028726691,0.053287663,-0.006837559
-0.010351139,-0.028726408,0.05328762,-0.006837544
-0.010349812,-0.028728047,0.0532876,-0.006837559
-0.010349782,-0.028727861,0.05328758,-0.006837559
-0.010349098,-0.028730076,0.053287555,-0.0068374546
-0.010348834,-0.028730165,0.05328752,-0.00683741
-0.010348834,-0.028729998,0.053287495,-0.006837395
-0.010346392,-0.028751178,0.05335168,-0.006876719
-0.010346392,-0.028751047,0.053351674,-0.006876719
-0.010345755,-0.028748408,0.053351667,-0.0068767196
-0.010345755,-0.02874834,0.053351663,-0.0068767196
-0.010343507,-0.028767703,0.053415827,-0.0069187037
-0.010340964,-0.028789246,0.05348014,-0.0069633443
-0.010340964,-0.028789213,0.05348014,-0.0069633443
-0.010341154,-0.028787186,0.053480122,-0.006963255
-0.010341154,-0.028787142,0.053480104,-0.0069632847
-0.010338925,-0.028805146,0.05354427,-0.0070106476
-0.010336369,-0.028825637,0.053608514,-0.0070605217
-0.010336369,-0.028825652,0.053608518,-0.0070605217
-0.010334139,-0.02884571,0.053672854,-0.0071130376
-0.010334139,-0.028845733,0.053672858,-0.0071130376
-0.010331919,-0.028865565,0.05373716,-0.007168228
-0.010331919,-0.028865613,0.053737175,-0.0071682427
-0.010329885,-0.028880633,0.05380162,-0.0072260993
-0.010329885,-0.028880723,0.053801633,-0.007226114
-0.010327331,-0.028900897,0.05386608,-0.0072866045
-0.01032533,-0.028922293,0.053930655,-0.007349443
-0.010325375,-0.028922401,0.05393066,-0.0073494283
-0.010325375,-0.028922472,0.053930666,-0.0073494283
-0.01032557,-0.028921057,0.05393065,-0.0073493836
-0.010323112,-0.028939864,0.053995263,-0.007415084
-0.010323097,-0.02893996,0.053995285,-0.007415099
-0.01032294,-0.028941678,0.053995296,-0.007415084
-0.010325529,-0.028920358,0.053930677,-0.0073493687
-0.010325529,-0.028920291,0.053930644,-0.0073493537
-0.010325296,-0.028921803,0.053930636,-0.0073493985
